position,feature,level,key,n,slope,feature_mean
QB,opp_blitz_rate_roll4_24,position,QB,2624,6.920731634323353,0.13855376715604945
QB,opp_blitz_rate_roll4_24,archetype,VolumePocket,538,2.360285755588045,0.13855376715604945
QB,opp_blitz_rate_roll4_24,archetype,Pocket,1363,13.035559828014842,0.13855376715604945
QB,opp_blitz_rate_roll4_24,archetype,DualThreat,723,-2.175809148126812,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0033077,54,-43.31741175364313,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0034857,65,25.956498578103847,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0035228,41,-42.52933169652359,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0019596,17,8.131980386129806,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0036355,63,1.7409943489924318,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0033873,63,20.90291000410523,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0023459,51,-2.061585901692999,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0034796,58,-2.491893894284764,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0036442,51,-12.212192830648675,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0029263,47,-13.97956275845133,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0029604,49,40.106848275762914,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0026498,57,4.200586443899248,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0026143,12,26.893307716001548,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0029701,21,25.507492565245617,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0031280,42,-3.246834720041482,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0032950,16,33.542617437069026,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0036389,63,-10.44667924113843,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0036971,60,-1.7960146162729222,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0033106,68,-19.369097094726424,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0035710,45,-18.476595797074275,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0036945,47,-9.72571823274717,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0036972,46,-2.479270363460713,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0034855,63,-12.496657685872075,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0036898,30,22.129545123691305,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0036212,55,62.30466166326422,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0033869,24,21.404610817213705,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0032268,28,-3.17676265226819,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0026158,30,-0.447070525111475,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0030565,64,32.1869692193416,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0036264,51,21.679988117801624,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0031503,23,5.2768805005945225,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0033662,31,7.071514958866596,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0033119,37,23.37690985948049,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0031345,22,-17.97504909122471,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0038128,19,18.99843388430626,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0037013,25,22.043620413902687,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0038102,36,-14.711440829773906,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0027973,26,28.588342251302798,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0038108,15,21.093184529009996,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0028118,20,23.881766865641133,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0037834,49,12.373683017192908,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0031800,18,8.43730172680679,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0035289,35,-12.358898946312134,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0033319,17,31.053589170838205,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0034869,50,22.4505970388634,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0033537,19,3.809212856670449,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0035993,20,6.41248091589446,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0038122,24,17.309949091558284,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0033949,21,27.250450869001906,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0037077,19,40.73328590018439,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0039164,17,22.11146411124976,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0039150,46,16.61944909862308,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0039163,46,-5.585917170397678,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0035100,16,27.9593831633,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0038583,13,11.084907815161019,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0038579,21,-6.676169301718926,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0035704,14,-46.628501545550584,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0038582,13,3.456835881400422,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0039152,21,0.6714995737304128,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0034771,17,34.83700273534922,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0039918,34,4.145337084081964,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0039910,24,-15.326172733330301,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0039732,34,31.76212621867597,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0039851,30,11.47986810275851,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0039376,16,20.652204008026782,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0039917,14,51.39967253777158,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0040676,17,3.8311428527066385,0.13855376715604945
QB,opp_blitz_rate_roll4_24,player,00-0040691,14,-23.45699782596842,0.13855376715604945
QB,opp_rushers5_rate_roll4_24,position,QB,2624,-1.1093008749213653,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,archetype,VolumePocket,538,-6.2456575244084735,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,archetype,Pocket,1363,2.3963347167827864,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,archetype,DualThreat,723,-3.5529445551405896,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0033077,54,-25.14941081762585,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0034857,65,-3.9170280527106294,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0035228,41,-15.03202072669191,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0019596,17,5.393518031565889,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0036355,63,-4.5490208568168295,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0033873,63,1.5718156607219094,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0023459,51,-11.142354064681307,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0034796,58,-15.530773073272734,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0036442,51,-17.354155956189857,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0029263,47,-4.68302274521624,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0029604,49,5.983778659570876,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0026498,57,-9.058253746090086,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0026143,12,-5.38962332896755,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0029701,21,8.765569067248672,0.1673010696276069
QB,opp_rushers5_rate_roll4_24,player,00-0031280,42,-5.784047497894835,0.1673010696276069
